PROPERTY.GROUP,LATITUDE,LONGITUDE
320713,41.80757779,-87.65871698
321054,41.80285552,-87.66224052
321259,41.80554832,-87.65744774
321289,41.80576995,-87.65774662
321848,41.80336638,-87.65610714
321875,41.8085116,-87.66511729
322186,41.80525961,-87.66716645
322198,41.80319992,-87.66711262
322230,41.80565056,-87.66746952
322254,41.80172388,-87.66736991
322513,41.80686153,-87.66796172
322527,41.80682312,-87.67236348
323941,41.80821458,-87.69154236
327784,41.79629213,-87.62073895
327829,41.7958209,-87.62234925
327844,41.79680353,-87.62266795
328301,41.7966304,-87.60400896
329291,41.79666617,-87.63290603
330560,41.79897091,-87.64785604
330601,41.7971565,-87.65479488
331545,41.79620581,-87.66206594
331989,41.80057934,-87.67434633
332087,41.79498488,-87.66810845
332115,41.79806699,-87.66848828
332228,41.79630238,-87.67087044
332387,41.79676769,-87.66694185
332544,41.79610779,-87.67329643
332554,41.79403884,-87.67313996
332598,41.79918198,-87.6718738
332623,41.79724659,-87.67211139
332778,41.79570364,-87.6711893
333946,41.79507199,-87.68731193
334107,41.79723534,-87.69131073
334113,41.7959911,-87.69127591
334117,41.79689639,-87.6913012
334574,41.79683504,-87.69159286
334577,41.79672669,-87.69129626
335308,41.79370492,-87.69916505
336021,41.79614627,-87.70377801
336053,41.79704692,-87.7043618
338000,41.79675457,-87.72340922
339122,41.79988265,-87.7430975
344237,41.79169057,-87.61766558
344239,41.79102882,-87.61801471
344314,41.79201353,-87.62254138
344371,41.78895639,-87.62379401
345713,41.79355065,-87.63195498
346139,41.79143935,-87.63276758
347102,41.79004776,-87.64640903
347161,41.78838586,-87.6533628
347324,41.78755871,-87.64726857
347450,41.78748071,-87.6487765
347930,41.79281795,-87.66440663
348092,41.78883475,-87.65610097
348307,41.7921606,-87.66001528
348348,41.79301222,-87.65499257
348422,41.79193595,-87.65739339
348454,41.79060042,-87.65727224
349345,41.79267504,-87.6716864
349538,41.78866608,-87.66532417
351400,41.79107771,-87.69509392
351433,41.79170115,-87.6970685
351782,41.7863731,-87.70227705
352229,41.78782583,-87.69866054
352446,41.79059151,-87.70361981
359933,41.78351406,-87.62040817
359971,41.78624692,-87.62210008
360012,41.78736931,-87.61859498
360046,41.78338477,-87.61584816
360367,41.78441359,-87.61309769
360376,41.78270662,-87.61311216
360399,41.78383977,-87.61342913
360407,41.78270293,-87.61340543
360466,41.78392319,-87.60831042
360588,41.78181337,-87.61551875
360620,41.78342309,-87.6110179
360625,41.78291445,-87.61100556
360633,41.78202738,-87.61140975
360668,41.78353633,-87.61463885
361172,41.78312777,-87.59485158
361484,41.78428609,-87.62914864
361908,41.78083486,-87.6406736
362884,41.78330456,-87.64595239
362998,41.78221044,-87.65350115
363096,41.78248616,-87.64986106
363164,41.78395928,-87.65446635
363168,41.78253591,-87.65442972
363276,41.78318118,-87.651373
363732,41.78330897,-87.64624564
363832,41.78634457,-87.65846257
363913,41.78228265,-87.66049055
364287,41.78072668,-87.66196695
364398,41.78367274,-87.65475216
364731,41.78168397,-87.66289401
364931,41.78172072,-87.66441983
364946,41.78546455,-87.67392072
365047,41.78069204,-87.66803131
366166,41.78014669,-87.68251043
366340,41.78461447,-87.68467064
366370,41.77978726,-87.68473102
366490,41.78039459,-87.68597395
366743,41.78476795,-87.68891538
366762,41.7815526,-87.688734
366967,41.78630826,-87.6930255
366972,41.78482624,-87.68516338
367128,41.78567588,-87.68762207
367403,41.78551973,-87.70074257
367462,41.78274769,-87.70123416
367574,41.78614409,-87.7029469
367793,41.78256384,-87.69888215
367801,41.78096761,-87.69871989
367997,41.78618349,-87.70050927
368023,41.77916626,-87.69744813
368875,41.78239749,-87.70994657
369615,41.78050763,-87.71804991
370101,41.77882291,-87.71912222
373151,41.78029485,-87.76318374
373224,41.77820867,-87.7701392
374080,41.77780886,-87.77998612
375793,41.77394307,-87.62166894
375845,41.77911732,-87.61574612
375846,41.77893696,-87.61574237
375853,41.77748311,-87.61570383
375854,41.77651062,-87.61567986
375857,41.7758903,-87.61566374
375858,41.77577766,-87.61566126
375859,41.77543904,-87.61565395
375916,41.77862036,-87.61573555
375917,41.77848515,-87.61573102
376088,41.77792567,-87.61300659
376104,41.77644602,-87.6129829
376252,41.77405508,-87.60719238
376298,41.77392536,-87.60809524
376346,41.77361281,-87.61292355
376508,41.77555548,-87.6153632
376521,41.77888281,-87.6106221
376522,41.778419,-87.610612
376683,41.77727952,-87.61448671
377162,41.77768694,-87.60053965
377169,41.77634239,-87.60111891
377171,41.77611666,-87.60111365
377347,41.77485882,-87.60506989
377997,41.77525518,-87.58930837
378048,41.77406269,-87.59590972
378057,41.77593415,-87.59051159
378099,41.7741193,-87.58869229
378526,41.77297437,-87.6347166
378571,41.77465483,-87.62929782
379058,41.77451687,-87.63572063
379159,41.77481772,-87.63671722
379442,41.77302659,-87.65175292
379647,41.77623543,-87.6460596
379944,41.77519578,-87.64695199
380157,41.77796071,-87.65033157
380158,41.77790847,-87.65405767
380163,41.77608804,-87.65400893
380519,41.77517329,-87.6603062
380599,41.7783751,-87.65553778
380606,41.7783143,-87.65582955
380792,41.77413255,-87.66178263
380813,41.77783441,-87.65908458
380868,41.77237022,-87.65931344
380925,41.77789222,-87.6550209
381188,41.77410106,-87.66421967
381395,41.77832812,-87.67041586
381823,41.77847876,-87.67162219
381904,41.77517322,-87.66883399
381996,41.77411366,-87.66474985
382774,41.77208919,-87.68170897
382919,41.77356246,-87.67482253
383008,41.77916282,-87.6770312
383223,41.77875702,-87.68470154
383264,41.77207194,-87.68443742
383280,41.77752814,-87.68505751
383335,41.77519215,-87.69314408
383337,41.77412416,-87.69311835
383356,41.77726045,-87.68588414
383911,41.77734976,-87.69237616
383974,41.77913392,-87.68461674
384528,41.77739287,-87.69416327
384529,41.77717467,-87.6940716
384556,41.77898663,-87.69475311
384559,41.77838284,-87.69473574
384612,41.77735538,-87.69649006
384645,41.77840315,-87.69717558
384694,41.77732811,-87.69846323
384850,41.77558344,-87.69953964
384911,41.77738065,-87.6948834
385732,41.77538477,-87.70604404
386245,41.77328071,-87.7104237
390390,41.75188897,-87.5941377
392309,41.76798813,-87.62003115
392527,41.76812098,-87.61546946
392638,41.7709696,-87.61943671
392687,41.76746173,-87.62395687
392828,41.77209944,-87.62362277
393013,41.7707211,-87.60921068
393158,41.77212296,-87.60715001
393218,41.77159568,-87.60831691
393265,41.76614348,-87.61179363
393372,41.77012203,-87.61068245
393611,41.77292749,-87.61168847
393631,41.76945048,-87.61529792
393751,41.7664162,-87.58960736
393773,41.77051464,-87.5912527
393801,41.76771148,-87.59118597
393822,41.77137919,-87.58867284
393982,41.77251749,-87.58808525
393991,41.77158424,-87.59020368
393999,41.76862687,-87.59098285
394067,41.76979983,-87.58707183
394388,41.77086242,-87.58516043
394389,41.77069448,-87.58515606
394403,41.76843689,-87.58455026
394478,41.76964557,-87.58272579
394504,41.76715752,-87.58266517
394885,41.77214678,-87.57386655
394903,41.77154226,-87.57456817
394910,41.76881201,-87.57407215
394936,41.77069729,-87.57004419
394961,41.7688086,-87.57622508
395008,41.76722487,-87.57281055
395045,41.76897209,-87.5713362
395070,41.7697402,-87.57199159
395077,41.76874086,-87.57162297
395079,41.76845766,-87.57161493
395257,41.7686731,-87.628107
395373,41.76553459,-87.6304317
395467,41.76794077,-87.63242981
395570,41.76726524,-87.63548002
395616,41.7704205,-87.6430546
395622,41.76934853,-87.64302594
395698,41.76874851,-87.64435818
395710,41.76529571,-87.64426896
395803,41.76994315,-87.63741383
395884,41.76827569,-87.6385835
395898,41.76544083,-87.63850211
395969,41.76742569,-87.64216121
396577,41.76918957,-87.64587683
396604,41.76920836,-87.64466289
396710,41.77043788,-87.64925556
396746,41.77068809,-87.6497218
396847,41.7709892,-87.64713135
396918,41.77039874,-87.64803359
396925,41.76977889,-87.64801563
396940,41.76734226,-87.64796366
396986,41.77051352,-87.64657743
397935,41.77211752,-87.66164537
397962,41.76675862,-87.6543899
397966,41.76610325,-87.65428976
398075,41.77058686,-87.65675286
398390,41.76752605,-87.65432649
398612,41.76728974,-87.6673796
398759,41.76555553,-87.67005464
398857,41.76913216,-87.66529491
398911,41.76499273,-87.66601986
399730,41.76642349,-87.6821305
399740,41.76548544,-87.68209337
399747,41.76510261,-87.67368737
400093,41.76763445,-87.67440609
400279,41.76491264,-87.67406233
400507,41.77113486,-87.68449508
400535,41.76661603,-87.68395009
400536,41.76639654,-87.68394396
400626,41.76724855,-87.68561003
400637,41.77182895,-87.68593949
400638,41.77132129,-87.68601098
400713,41.76834681,-87.68939726
400807,41.77179608,-87.68810083
400871,41.76660192,-87.68833469
401028,41.76818975,-87.68563684
401113,41.7718338,-87.68563505
403680,41.76558817,-87.61587085
403806,41.76548758,-87.62084815
403890,41.7584264,-87.62018062
404315,41.76393067,-87.60627801
404417,41.76410702,-87.60811615
404659,41.76160016,-87.61047612
404685,41.75859417,-87.61031923
404776,41.76563456,-87.61332147
404783,41.76401976,-87.61378553
404784,41.764039,-87.61274361
404816,41.7586718,-87.60648505
404866,41.75929435,-87.61499648
404895,41.75859868,-87.61003096
405466,41.76160948,-87.59680904
405497,41.76303486,-87.59714012
405838,41.76143272,-87.58858475
405916,41.76200027,-87.59073919
406047,41.76411665,-87.58708217
406251,41.76405617,-87.59517707
406407,41.75977834,-87.58710589
406453,41.75885159,-87.58885154
406639,41.76476649,-87.5794867
406813,41.76505093,-87.58350155
406877,41.76594062,-87.57871199
407104,41.76079362,-87.57725397
407244,41.76039648,-87.57478714
407358,41.76086093,-87.57603849
407415,41.75905418,-87.57033757
407426,41.7655895,-87.57243229
407668,41.76423534,-87.57523817
408048,41.76311643,-87.56498649
408072,41.76071095,-87.5650287
408116,41.76015044,-87.56625132
408419,41.76006437,-87.63346867
408516,41.76309808,-87.62796362
408557,41.76354544,-87.62826668
408635,41.75917109,-87.63192093
408682,41.76134625,-87.63441965
408684,41.76106435,-87.63441278
408706,41.75946957,-87.6305893
408721,41.76350577,-87.62946613
408732,41.76471961,-87.6298991
408760,41.76419376,-87.63082694
408776,41.76067014,-87.63074561
409166,41.75989407,-87.64413147
409193,41.76279405,-87.64017486
409227,41.76415317,-87.63692676
409230,41.76361583,-87.63626756
409410,41.75966737,-87.64216744
409773,41.76379595,-87.64544326
409993,41.76132109,-87.65311544
410151,41.76235269,-87.64661821
410225,41.75990678,-87.6468492
410253,41.76319534,-87.65392057
410410,41.76340897,-87.64986961
410703,41.75864353,-87.65409389
411639,41.76325894,-87.66388689
412154,41.76314475,-87.67242038
412431,41.76110299,-87.66922233
413442,41.76331923,-87.6928495
413478,41.76273236,-87.68511492
413660,41.75987983,-87.68692866
416304,41.75665252,-87.61734542
416534,41.75276146,-87.61895715
417437,41.75685441,-87.61128107
418214,41.75669785,-87.60274177
418292,41.75154074,-87.60049114
419231,41.75234173,-87.57858985
419458,41.75455604,-87.58323572
419695,41.7526911,-87.58226246
419724,41.7516511,-87.58115338
420313,41.75240204,-87.57004678
420604,41.75260686,-87.56639256
420645,41.75175458,-87.57297861
420996,41.75346201,-87.55715814
421027,41.75278815,-87.56125785
421044,41.75431687,-87.56158086
421104,41.75269738,-87.56397026
421267,41.75677165,-87.55986489
421279,41.75342595,-87.55979997
421290,41.75770448,-87.56017685
421327,41.75727939,-87.56603151
421341,41.75476454,-87.5661457
421368,41.75479271,-87.56401255
421403,41.75888652,-87.56565795
421533,41.75318118,-87.55715212
421556,41.75357815,-87.55686755
421573,41.75685646,-87.55528256
421721,41.75434966,-87.55077193
421722,41.75417944,-87.55058938
421797,41.7526003,-87.55350402
421813,41.75620051,-87.55238673
421870,41.75820149,-87.55631465
421942,41.75356166,-87.55669067
421954,41.75378494,-87.55642881
422099,41.75797883,-87.63383443
422165,41.75802987,-87.63054311
422385,41.75534937,-87.63577916
422391,41.75472687,-87.63576356
422527,41.75168789,-87.64026022
422609,41.7564279,-87.63854687
423008,41.75427994,-87.65172434
423121,41.75248241,-87.65009342
423248,41.75587299,-87.65209979
423405,41.7513361,-87.6490577
423454,41.75639937,-87.64676377
423518,41.75567595,-87.64766344
423551,41.7510192,-87.6475457
423600,41.75615366,-87.64805118
423606,41.75430484,-87.65005618
423937,41.75237561,-87.65732579
423976,41.7543021,-87.66015888
424164,41.7533661,-87.65396055
424179,41.75241133,-87.65485907
424197,41.75239992,-87.65570663
424213,41.75591146,-87.65659338
424228,41.75616236,-87.65511386
424246,41.75411641,-87.66259696
424255,41.75237105,-87.65771014
424527,41.75384332,-87.66668861
424689,41.75562455,-87.67004093
424760,41.75227606,-87.66413227
424761,41.75205848,-87.66395956
424803,41.75236123,-87.66484678
425282,41.75381654,-87.66903073
425295,41.7503958,-87.66889587
428186,41.75490985,-87.72952576
429055,41.7453854,-87.62108714
429298,41.75088485,-87.62313926
429425,41.7503498,-87.61798711
429691,41.74928187,-87.60896205
429823,41.74849717,-87.6062267
429885,41.75024702,-87.60748689
430209,41.74870749,-87.61379554
430271,41.74555959,-87.61286228
430273,41.74564262,-87.60790064
430274,41.74568643,-87.60531108
430564,41.74393945,-87.61349132
430567,41.75119493,-87.60507416
430592,41.7486388,-87.59890217
430665,41.75122114,-87.60290122
430667,41.75076682,-87.60288942
430685,41.74755912,-87.60279634
430690,41.74482769,-87.60272315
430694,41.75124948,-87.60018842
430704,41.74962304,-87.60005826
430733,41.748622,-87.6004065
430748,41.74491118,-87.60029948
430772,41.74935113,-87.60134666
430804,41.74546117,-87.60152911
430821,41.74967934,-87.60377691
430845,41.74419201,-87.603624
430926,41.74941977,-87.59842687
430928,41.74942397,-87.59798626
432215,41.74646592,-87.57816688
432957,41.74606517,-87.57393101
433107,41.7497492,-87.57025437
433342,41.75157599,-87.5712511
433662,41.74690153,-87.56844687
433772,41.75014695,-87.55706774
433895,41.75098065,-87.56364817
433930,41.75097102,-87.56394118
433944,41.74801264,-87.56414365
434071,41.7487532,-87.55754756
434300,41.750761,-87.56030067
434746,41.74869992,-87.54905448
434937,41.74634816,-87.55415296
434946,41.74999102,-87.55238432
435057,41.7453833,-87.5504944
435060,41.74521417,-87.55049098
435068,41.75128209,-87.55516329
435241,41.74609144,-87.54807993
435446,41.74812297,-87.55581785
435691,41.74496192,-87.54441958
435783,41.74908566,-87.63327514
435807,41.75089105,-87.62596851
436643,41.74430427,-87.64371077
436689,41.74902448,-87.6369112
436763,41.74785706,-87.64166804
437162,41.74739816,-87.64986799
437213,41.74705488,-87.65015171
437392,41.74676109,-87.65273716
438096,41.74870554,-87.65919141
438129,41.74997644,-87.6599367
438144,41.74687164,-87.6601045
438274,41.74500518,-87.66194116
438287,41.75026183,-87.66228646
438352,41.74482489,-87.66047189
438545,41.74511805,-87.65554077
438617,41.74851291,-87.65746933
438630,41.74506344,-87.65926409
439015,41.74954578,-87.67296638
439069,41.74965585,-87.66691771
439078,41.74860455,-87.66647033
439124,41.74942557,-87.66720506
439293,41.74499507,-87.66395209
439338,41.74558803,-87.66467708
439428,41.74679029,-87.66591912
439439,41.74475111,-87.66595577
439548,41.74896549,-87.67203747
439558,41.74876104,-87.67052641
440023,41.74945976,-87.67568914
445939,41.74273347,-87.61616568
446696,41.74295207,-87.6051517
446789,41.74315626,-87.61456112
447357,41.74319719,-87.60029496
447435,41.73792265,-87.6013639
447494,41.74256829,-87.60392468
447620,41.74137867,-87.60267709
448656,41.73895571,-87.57787024
448854,41.74231185,-87.58268232
449010,41.74342459,-87.58401369
450288,41.73847823,-87.5610211
450699,41.73862203,-87.55859696
451005,41.74440419,-87.56207656
451046,41.74416071,-87.55654534
451282,41.73763196,-87.56100905
451306,41.74222451,-87.54857575
451657,41.74269985,-87.55501856
452161,41.74381135,-87.54439433
452245,41.74282343,-87.5455826
452765,41.73898896,-87.63778639
453065,41.73767449,-87.65135603
453569,41.74156485,-87.64945375
453576,41.73977726,-87.64621624
454190,41.73764335,-87.65474849
454400,41.74115687,-87.65576879
454434,41.74257617,-87.65609931
455154,41.73746736,-87.66585255
455371,41.7384262,-87.66813598
458691,41.73478409,-87.7297804
461054,41.73458847,-87.60491949
461055,41.73446215,-87.60491657
462093,41.73465542,-87.6046279
462099,41.73361689,-87.60460298
462138,41.73109141,-87.60295025
462148,41.72974092,-87.60291805
462319,41.73566789,-87.60186122
462527,41.73657471,-87.60209826
462999,41.73176532,-87.58568299
463336,41.73691125,-87.57820646
465900,41.73289141,-87.54714393
465919,41.7373589,-87.54598126
465920,41.73704937,-87.54597552
465926,41.73643017,-87.54596364
465927,41.73612052,-87.54595683
465974,41.73728557,-87.55157514
466119,41.7320169,-87.55421448
466135,41.73704626,-87.55265912
466136,41.73698975,-87.55265831
466208,41.7346533,-87.55289867
466472,41.73581085,-87.54594959
468274,41.73538998,-87.65226176
468916,41.72984452,-87.65909422
469206,41.73324204,-87.65797844
469329,41.73054725,-87.65530192
469358,41.73054022,-87.65585892
470063,41.73561439,-87.66798285
470074,41.73198916,-87.66445916
471805,41.7282846,-87.60769078
472444,41.72872576,-87.6044853
472475,41.72610958,-87.60341579
472773,41.72765543,-87.60374187
474858,41.72853034,-87.5631929
475055,41.72782565,-87.55963934
475184,41.72644976,-87.55765284
475552,41.72587918,-87.54977685
475562,41.72948251,-87.55520084
475742,41.72655223,-87.54921821
478452,41.72782164,-87.65690164
478453,41.72765149,-87.6568964
478688,41.72173327,-87.66132756
479674,41.72124342,-87.66830279
480050,41.72525315,-87.67719556
484686,41.72012337,-87.53664268
484829,41.72107641,-87.53635208
484957,41.71739345,-87.53422328
485145,41.71882857,-87.64299481
485661,41.72088916,-87.62878929
485975,41.72069907,-87.6260696
486800,41.71621481,-87.64808141
486966,41.72131353,-87.64624635
487336,41.71414573,-87.65723751
489713,41.71062536,-87.62344356
489737,41.71343981,-87.62187682
489767,41.71253745,-87.62228435
490591,41.70938103,-87.61123821
491304,41.7145149,-87.57320057
494453,41.70711505,-87.63603685
495051,41.70757086,-87.64299877
496023,41.71395125,-87.65531356
499141,41.70636551,-87.62344004
500251,41.70276848,-87.60487852
502573,41.70285351,-87.62563284
503213,41.70612351,-87.62492241
505483,41.70615179,-87.66850876
505504,41.7004761,-87.66919885
510020,41.6980507,-87.61701953
510699,41.69499526,-87.61328964
510702,41.69396835,-87.61326218
510744,41.69433179,-87.61205445
510745,41.69369471,-87.61203698
510747,41.69346313,-87.61203053
510780,41.69340052,-87.61232172
511208,41.70083984,-87.53784663
513435,41.69266063,-87.62594006
513467,41.69894954,-87.62433297
515345,41.69910206,-87.66070726
515360,41.6990285,-87.65789131
516257,41.69315394,-87.66893482
516607,41.69445854,-87.68109495
519515,41.69150033,-87.71207516
520136,41.69189868,-87.61946928
520188,41.68858481,-87.61965929
520272,41.68669173,-87.61794984
520283,41.69191469,-87.61840299
520297,41.69034163,-87.61835608
520532,41.68907228,-87.6226679
520755,41.68953074,-87.60699276
520939,41.68829812,-87.61309847
520960,41.68706026,-87.60815117
522464,41.69062878,-87.62593562
522505,41.6908727,-87.62393168
523312,41.69002504,-87.63520384
523380,41.69205276,-87.63647262
524990,41.68562834,-87.66081179
526166,41.69169951,-87.67867084
526703,41.69164038,-87.68531013
528768,41.6838706,-87.6147549
528771,41.68405393,-87.61983522
529129,41.67817978,-87.61984861
529402,41.68084011,-87.61986415
529991,41.68088032,-87.62383692
530196,41.67888603,-87.62974672
531170,41.67943433,-87.63607806
531490,41.68163214,-87.63548257
532053,41.6783086,-87.64543546
532455,41.68268855,-87.66136666
533294,41.6796887,-87.65307424
533498,41.68104716,-87.66964085
534935,41.67370499,-87.61754118
535153,41.67793409,-87.62138761
535181,41.67541426,-87.62142516
535211,41.67632924,-87.62134126
535236,41.67365466,-87.61704733
535237,41.67365999,-87.61668171
535238,41.67366429,-87.61638924
535239,41.67366864,-87.61609677
535240,41.67367416,-87.61573118
535243,41.67419076,-87.61702126
535244,41.67432729,-87.61618584
536635,41.6772234,-87.64053932
537692,41.67068412,-87.64181632
540537,41.66841082,-87.63572845
540751,41.66615838,-87.63656747
541072,41.65744966,-87.61291409
543051,41.65274197,-87.54942894
543087,41.65205676,-87.54488711
545488,41.80351078,-87.60362008
548763,41.79377886,-87.6484587
554963,41.7546866,-87.55496472
555307,41.79638376,-87.73442556
562428,41.76335416,-87.65359165
567754,41.75064862,-87.65092232
570633,41.95540525,-87.69965552
571417,41.71866053,-87.6432827
634714,41.67469008,-87.64051484
643176,41.70836303,-87.53634997
656256,41.80456762,-87.60631201
660219,41.89012394,-87.63159666
663742,41.98388604,-87.65534235
663754,41.984483,-87.65536322
664376,41.75151187,-87.59412974
665451,41.7503798,-87.55514679
665455,41.75017565,-87.55497822
670388,41.89365563,-87.72456679
670434,41.78001222,-87.66408722